videoId,channelId,channelTitle,publishTime,title,description,thumbnail_default,thumbnail_medium,thumbnail_high,liveBroadcastContent
DHiwgLo14qY,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-04-03T11:46:42Z,เราไม่ดีเท่าคนอื่น ยิ่งเปรียบเทียบยิ่งรู้สึกด้อยค่า,เคยไหม… เปรียบเทียบตัวเองกับคนอื่น แล้วเก็บมาคิดว่าทำไมเราไม่ดีเหมือนคนอื่น ไม่มีเหมือนคนอื่น ความรู้สึกแบบนี้ใคร ๆ ก็เป็นกันใช่ไหม?,https://i.ytimg.com/vi/DHiwgLo14qY/default.jpg,https://i.ytimg.com/vi/DHiwgLo14qY/mqdefault.jpg,https://i.ytimg.com/vi/DHiwgLo14qY/hqdefault.jpg,none
o21CvB7W5Uw,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-04-02T13:50:05Z,โรคซึมเศร้า กับการทำร้ายตัวเอง,ยินดีต้อนรับทุกคนเข้าสู่ “โลกซึมเศร้า” หลายคนคงเคยเห็นภาพที่คนเป็นซึมเศร้าทำร้ายตัวเอง แต่ความจริงแล้วก็ไม่ใช่ทุกคนเสมอไปที่ทำแบบนั้น ...,https://i.ytimg.com/vi/o21CvB7W5Uw/default.jpg,https://i.ytimg.com/vi/o21CvB7W5Uw/mqdefault.jpg,https://i.ytimg.com/vi/o21CvB7W5Uw/hqdefault.jpg,none
fHIyZPf_z9M,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-04-01T09:27:48Z,นักจิตวิทยา ช่วยเราได้อย่างไร?,ถ้าไม่ไหว ไปปรึกษากับผู้เชี่ยวชาญสิ” ผู้เชี่ยวชาญคือใคร ...,https://i.ytimg.com/vi/fHIyZPf_z9M/default.jpg,https://i.ytimg.com/vi/fHIyZPf_z9M/mqdefault.jpg,https://i.ytimg.com/vi/fHIyZPf_z9M/hqdefault.jpg,none
yFoPnpRmyO4,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-03-28T15:35:39Z,การระบายความรู้สึก ให้คนอื่นฟัง ช่วยทำให้ดีขึ้น จริงหรอ?,ความทุกข์จะเบาลงถ้าได้แบ่งมันให้ใครสักคนรับฟัง” ทำไมเวลาทุกข์ใจแล้วได้เล่ามันออกไป ถึงรู้สึกดีเสมอเลย ? ถ้าในวันที่ไม่มีคนรับฟัง ...,https://i.ytimg.com/vi/yFoPnpRmyO4/default.jpg,https://i.ytimg.com/vi/yFoPnpRmyO4/mqdefault.jpg,https://i.ytimg.com/vi/yFoPnpRmyO4/hqdefault.jpg,none
KOc0DBCXZIQ,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-03-08T17:03:30Z,เมื่อเราไม่พยายามทำ ในสิ่งที่เราไม่ชอบ ผิดไหม,เราทุกคนต่างใช้ชีวิตตามคำที่คนอื่นบอกให้ทำทั้งนั้น เด็ก ๆ ต้องเชื่อฟังพ่อแม่ โตมาหน่อยต้องเชื่อฟังคุณครู ...,https://i.ytimg.com/vi/KOc0DBCXZIQ/default.jpg,https://i.ytimg.com/vi/KOc0DBCXZIQ/mqdefault.jpg,https://i.ytimg.com/vi/KOc0DBCXZIQ/hqdefault.jpg,none
ih5V_jpcL3c,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-28T16:26:36Z,Gratitude แค่เริ่มต้นขอบคุณ ก็ได้ความสุขกลับมา,เคยไหม ? รู้สึกขอบคุณบางสิ่งบางอย่าง อย่างใจจริง... แต่บางครั้งในช่วงเวลาที่แย่มาก ๆ เราก็หาเรื่องราวดี ๆ ให้ขอบคุณไม่ได้เลย ...,https://i.ytimg.com/vi/ih5V_jpcL3c/default.jpg,https://i.ytimg.com/vi/ih5V_jpcL3c/mqdefault.jpg,https://i.ytimg.com/vi/ih5V_jpcL3c/hqdefault.jpg,none
ulhDgBC8uCw,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-25T17:06:09Z,ทำไมคนรุ่นใหม่ชอบดูดวง ในทางจิตวิทยา,เคยสงสัยกันไหม ว่าเพราะอะไรคนรุ่นใหม่ถึงชอบดูดวง ? ในวันที่รู้สึกแย่การดูดวงช่วยเราได้จริง ๆ หรือเปล่า ?,https://i.ytimg.com/vi/ulhDgBC8uCw/default.jpg,https://i.ytimg.com/vi/ulhDgBC8uCw/mqdefault.jpg,https://i.ytimg.com/vi/ulhDgBC8uCw/hqdefault.jpg,none
TycWU1dih2g,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-24T16:30:50Z,ให้กำลังใจตัวเองยังไงดี ในตอนที่เป็นโรคซึมเศร้า,ยินดีต้อนรับทุกคนเข้าสู่ “โลกซึมเศร้า” เดินทางมากันครึ่งทางแล้ว ตอนนี้หลายๆคนคงอาจจะหมดกำลังที่จะสู้กับโรคซึมเศร้าต่อ ...,https://i.ytimg.com/vi/TycWU1dih2g/default.jpg,https://i.ytimg.com/vi/TycWU1dih2g/mqdefault.jpg,https://i.ytimg.com/vi/TycWU1dih2g/hqdefault.jpg,none
VVlmKGkfr74,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-21T14:48:23Z,เคยไหม ? รู้สึกเหนื่อยและใช้ชีวิตไปวัน ๆ,เคยไหม ? รู้สึกเหนื่อยและใช้ชีวิตไปวัน ๆ ไม่มีเป้าหมายในชีวิต มีความสุขตามอัตภาพเท่าที่เราสามารถจะมีได้ การใช้ชีวิตไปวัน ๆ ...,https://i.ytimg.com/vi/VVlmKGkfr74/default.jpg,https://i.ytimg.com/vi/VVlmKGkfr74/mqdefault.jpg,https://i.ytimg.com/vi/VVlmKGkfr74/hqdefault.jpg,none
-eoXdCubG1Y,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-19T13:26:09Z,ในวันที่ทุกข์ใจ ทำยังไงทำอย่างไร ให้นอนหลับลง,ในวันที่รู้สึกแย่และไม่สบายใจ จะทำอย่างไรให้หลับลง.. เคยไหม ? คิดมากจนทำให้นอนไม่หลับ กระทบต่อการใช้ชีวิตประจำวัน ...,https://i.ytimg.com/vi/-eoXdCubG1Y/default.jpg,https://i.ytimg.com/vi/-eoXdCubG1Y/mqdefault.jpg,https://i.ytimg.com/vi/-eoXdCubG1Y/hqdefault.jpg,none
N1B-8613EaI,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-18T14:45:59Z,เมื่อคนใกล้ตัวเป็น โรคซึมเศร้า เราจะทำยังไง,ยินดีต้อนรับทุกคนเข้าสู่ “โลกซึมเศร้า” เมื่อเราต้องอยู่ร่วมกับคนที่เป็นโรคซึมเศร้า หรือเป็นคนในครอบครัวเรา เราจะทำยังไงดี ?,https://i.ytimg.com/vi/N1B-8613EaI/default.jpg,https://i.ytimg.com/vi/N1B-8613EaI/mqdefault.jpg,https://i.ytimg.com/vi/N1B-8613EaI/hqdefault.jpg,none
zx8fSIg_znM,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-15T10:21:53Z,ความเจ็บปวดของมุนษย์เป็ด ท้อกับการค้นหาตัวเอง,ไม่รู้ว่าตัวเองชอบอะไร ไม่รู้ว่าต้องเดินไปทางไหนกับโลกที่เต็มไปด้วยความ Productive ความเจ็บปวดของมนุษ์เป็ด ...,https://i.ytimg.com/vi/zx8fSIg_znM/default.jpg,https://i.ytimg.com/vi/zx8fSIg_znM/mqdefault.jpg,https://i.ytimg.com/vi/zx8fSIg_znM/hqdefault.jpg,none
7MiWmwOwBCA,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-14T16:53:15Z,โลกซึมเศร้า ยาช่วยได้จริงไหม จากประสบการณ์ผู้เคยเป็นโรคซึมเศร้า,ยินดีต้อนรับทุกคนเข้าสู่ “โลกซึมเศร้า” หลายคนคิดว่าการไปพบคุณหมอเราจะต้องทานยาไหม แล้วทานยาเราจะดีขึ้นเลยไหม ...,https://i.ytimg.com/vi/7MiWmwOwBCA/default.jpg,https://i.ytimg.com/vi/7MiWmwOwBCA/mqdefault.jpg,https://i.ytimg.com/vi/7MiWmwOwBCA/hqdefault.jpg,none
8IIqx7Ihvlg,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-11T16:56:59Z,พบจิตแพทย์ เมื่อสงสัยว่าตัวเองเป็นโรคซึมเศร้า,ยินดีต้อนรับทุกคนเข้าสู่ “โลกซึมเศร้า” ถ้าใครกำลังเครียดหรือเศร้า จนตัวเองรู้สึกไม่ไหวแล้วอยากลองไปพบหมอ วันนี้เรามาร่วมพูดคุยกันในรายการ ...,https://i.ytimg.com/vi/8IIqx7Ihvlg/default.jpg,https://i.ytimg.com/vi/8IIqx7Ihvlg/mqdefault.jpg,https://i.ytimg.com/vi/8IIqx7Ihvlg/hqdefault.jpg,none
zjVTKHqKbJs,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-09T16:45:14Z,ยินดีต้อนรับทุกคนเข้าสู่ “โลกซึมเศร้า” เราเป็นซึมเศร้าไหม,ยินดีต้อนรับทุกคนเข้าสู่ “โลกซึมเศร้า” เชื่อว่าใครหลายๆคนคงเคยได้ลองเข้าไปทำแบบทดสอบเกี่ยวกับโรคซึมเศร้ากันมาบ้างแล้ว ในตอนที่เราเครียด ...,https://i.ytimg.com/vi/zjVTKHqKbJs/default.jpg,https://i.ytimg.com/vi/zjVTKHqKbJs/mqdefault.jpg,https://i.ytimg.com/vi/zjVTKHqKbJs/hqdefault.jpg,none
JtvZPVm3wdA,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-08T17:49:09Z,จิตวิทยาของ Y2K การรีเทิร์นของแฟชั่นปี 2000,Y2K คืออะไร ? การรีเทิร์นของแฟชั่นปี 2000 เพราะอะไรถึงกลับมาฮิต ? ถ้าไม่ตามแฟชั่นจะผิดไหม ? แต่งตัวในแบบของตัวเองอย่างไรให้มีความสุข ...,https://i.ytimg.com/vi/JtvZPVm3wdA/default.jpg,https://i.ytimg.com/vi/JtvZPVm3wdA/mqdefault.jpg,https://i.ytimg.com/vi/JtvZPVm3wdA/hqdefault.jpg,none
LjIneEFt1rg,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-06T16:09:11Z,พึ่งพาคนอื่นมากเกินไป จนใจพัง Dependent Personality Disorder,มนุษย์เป็นสิ่งมีชีวิตที่มีการพึ่งพากันและกัน เพราะการพึ่งพาซึ่งกันและกันเป็นเรื่องปกติ…,https://i.ytimg.com/vi/LjIneEFt1rg/default.jpg,https://i.ytimg.com/vi/LjIneEFt1rg/mqdefault.jpg,https://i.ytimg.com/vi/LjIneEFt1rg/hqdefault.jpg,none
df6psQbfYgA,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-05T16:11:04Z,อยากนอนเฉยๆ ไม่อยากทำอะไรเลย รู้สึกว่าทำไมชีวิตเหนื่อยจังเลย,อาการ อยากนอนเฉย ๆ มาจากอะไรได้บ้าง เพราะขี้เกียจ หรือซึมเศร้า แล้วการที่เราอยากนอนเฉยๆ ...,https://i.ytimg.com/vi/df6psQbfYgA/default.jpg,https://i.ytimg.com/vi/df6psQbfYgA/mqdefault.jpg,https://i.ytimg.com/vi/df6psQbfYgA/hqdefault.jpg,none
DWozdoxfehs,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-04T17:01:25Z,คบกันตั้งนาน แต่ไปไม่รอด ก็มี!!,คบกันนาน รู้จักกันดีแต่กลับไปกันไม่รอด.. หรือเวลาอาจไม่ใช่คำตอบในความสัมพันธ์ ...,https://i.ytimg.com/vi/DWozdoxfehs/default.jpg,https://i.ytimg.com/vi/DWozdoxfehs/mqdefault.jpg,https://i.ytimg.com/vi/DWozdoxfehs/hqdefault.jpg,none
Io0b5O2jrqw,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-02-02T16:17:09Z,คนรอบตัวมากมาย ยังรู้สึกเหงา จัดการกับ &quot;ความเหงา&quot;,เคยไหม ? รู้สึกเหงาทั้ง ๆ ที่มีคนรอบข้างมากมาย… ความเหงาเป็นความรู้สึกและมุมมองที่เรามีต่อการมีปฏิสัมพันธ์กับคนรอบข้างของเราเอง ...,https://i.ytimg.com/vi/Io0b5O2jrqw/default.jpg,https://i.ytimg.com/vi/Io0b5O2jrqw/mqdefault.jpg,https://i.ytimg.com/vi/Io0b5O2jrqw/hqdefault.jpg,none
cNxGU5b5mQQ,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-01-31T13:51:09Z,ปัญหารุมล้อมทั้ง 8 ด้าน จึงอยากให้นักจิตวิทยาช่วย,ประโยคที่ว่า 'ยิ่งโต ยิ่งรับมือกับปัญหาได้ดี' จริงแค่ไหน? ปัญหารุมล้อม 8 ด้าน หาทางออกไม่เจอ มองไปทางไหนไม่มีใครอยู่เคียงข้าง ...,https://i.ytimg.com/vi/cNxGU5b5mQQ/default.jpg,https://i.ytimg.com/vi/cNxGU5b5mQQ/mqdefault.jpg,https://i.ytimg.com/vi/cNxGU5b5mQQ/hqdefault.jpg,none
